name,team,age,position,country,height_cm,weight_kg,jersey_number,key_stats_goals,key_stats_assists,key_stats_shot_accuracy,key_stats_pass_accuracy,defence_tackles,defence_tackles_won,defence_duels,defence_duels_won,defence_aerial_duels_won,defence_clearances,defence_blocked_shots,defence_interceptions,distribution_assists,distribution_total_passes,distribution_pass_accuracy,distribution_passes_90_minutes,distribution_touches_game,distribution_total_crosses,distribution_cross_accuracy,offense_goals,offense_minutes_goal,offense_shot_accuracy,offense_right_foot_goals,offense_left_foot_goals,offense_headed_goals,offense_goals_inside_the_box,offense_goals_outside_the_box,offense_other_goals,offense_successful_dribbles,offense_offsides,discipline_yellow_cards,discipline_yellow_red_cards,discipline_red_cards,discipline_fouls_conceded,discipline_fouls_won
Ansu Fati,Brighton & Hove Albion,21,Forward,Spain,178,66,31,2,0,87.50,88.6,2,50.0,34,38.24 %,25.00 %,2,0,1,0,105,88.6 %,32.59,158,1,0.00,2,145.0,87.50 %,1,1,0,2,0,0,2,1,1,0,0,4,8
Benicio Baker-Boaitey,Brighton & Hove Albion,19,Forward,England,0,0,47,0,0,0.00,63.6,0,0.0,0,0.00 %,0.00 %,1,0,0,0,11,63.6 %,82.50,16,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Welbeck,Brighton & Hove Albion,33,Forward,England,185,73,18,2,0,58.33,85.2,12,33.3,63,42.86 %,26.67 %,7,0,3,0,176,85.2 %,26.18,287,2,0.00,2,302.5,58.33 %,0,1,1,2,0,0,3,1,1,0,0,4,8
Evan Ferguson,Brighton & Hove Albion,19,Forward,Ireland,183,78,28,6,0,66.67,85.2,11,54.5,107,40.19 %,42.86 %,5,3,2,0,203,85.2 %,18.99,365,0,0.00,6,160.3,66.67 %,4,2,0,3,3,0,5,4,1,0,0,18,19
Joshua Duffus,Brighton & Hove Albion,19,Forward,England,0,0,56,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
João Pedro,Brighton & Hove Albion,22,Forward,Brazil,182,70,9,7,2,66.67,80.7,19,57.9,202,49.50 %,64.44 %,17,1,7,2,415,80.7 %,32.76,728,12,16.67,7,162.9,66.67 %,5,0,2,7,0,0,20,7,2,0,0,11,32
Julio Enciso,Brighton & Hove Albion,19,Forward,Paraguay,168,64,10,0,2,33.33,70.8,0,0.0,12,75.00 %,0.00 %,0,0,0,2,24,70.8 %,31.30,41,0,0.00,0,0,33.33 %,0,0,0,0,0,0,6,1,1,0,0,0,3
Luca Barrington,Brighton & Hove Albion,19,Forward,England,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark O’Mahony,Brighton & Hove Albion,18,Forward,Ireland,0,0,55,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Adingra,Brighton & Hove Albion,22,Forward,Côte d'Ivoire,175,68,24,4,1,61.11,81.1,20,55.0,143,43.36 %,60.00 %,9,0,12,1,392,81.1 %,30.87,630,31,22.58,4,285.8,61.11 %,3,0,1,3,1,0,25,9,2,0,0,15,11
Altay Bayındır,Manchester United,25,Goalkeeper,Turkey,198,88,1,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
André Onana,Manchester United,27,Goalkeeper,Cameroon,190,93,24,0,0,0.00,73.8,1,0.0,13,92.31 %,88.89 %,11,0,0,0,713,73.8 %,35.65,884,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,3,0,0,0,3
Radek Vítek,Manchester United,20,Goalkeeper,Czech Republic,198,0,40,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Heaton,Manchester United,37,Goalkeeper,England,188,85,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Wan-Bissaka,Manchester United,26,Defender,England,183,72,29,0,1,100.00,83.3,23,73.9,69,59.42 %,50.00 %,25,7,15,1,425,83.3 %,48.17,616,5,20.00,0,0,100.00 %,0,0,0,0,0,0,8,0,2,0,0,10,3
Diogo Dalot,Manchester United,24,Defender,Portugal,183,76,20,1,1,22.22,82.7,38,60.5,132,59.85 %,61.76 %,56,4,18,1,738,82.7 %,42.77,1151,49,34.69,1,1553.0,22.22 %,1,0,0,0,1,0,13,0,4,1,1,17,7
Harry Maguire,Manchester United,30,Defender,England,194,90,5,0,1,25.00,82.9,10,60.0,85,60.00 %,72.00 %,38,13,13,1,556,82.9 %,59.86,672,3,33.33,0,0,25.00 %,0,0,0,0,0,0,0,4,1,0,0,13,5
Jonny Evans,Manchester United,36,Defender,Northern Ireland,188,77,35,0,1,0.00,86.9,6,50.0,71,59.15 %,70.59 %,39,7,9,1,520,86.9 %,57.00,614,0,0.00,0,0,0.00 %,0,0,0,0,0,0,2,0,2,0,0,11,10
Lisandro Martínez,Manchester United,25,Defender,Argentina,175,77,6,0,1,0.00,93.2,7,85.7,28,42.86 %,16.67 %,10,2,2,1,263,93.2 %,62.79,304,2,0.00,0,0,0.00 %,0,0,0,0,0,0,2,0,2,0,0,2,2
Luke Shaw,Manchester United,28,Defender,England,185,75,23,0,0,0.00,84.6,8,75.0,51,49.02 %,61.11 %,32,9,5,0,428,84.6 %,55.42,595,11,9.09,0,0,0.00 %,0,0,0,0,0,0,4,0,4,0,0,10,2
Raphaël Varane,Manchester United,30,Defender,France,191,81,19,1,0,40.00,89.4,8,62.5,36,69.44 %,88.24 %,42,6,8,0,414,89.4 %,60.98,504,0,0.00,1,611.0,40.00 %,0,0,1,1,0,0,1,1,1,0,0,3,1
Rhys Bennett,Manchester United,20,Defender,England,0,0,66,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Reguilon,Manchester United,27,Defender,Spain,178,68,15,0,0,0.00,82.5,13,61.5,59,54.24 %,35.71 %,5,0,5,0,234,82.5 %,51.12,392,24,12.50,0,0,0.00 %,0,0,0,0,0,0,3,3,3,0,0,4,11
Tyrell Malacia,Manchester United,24,Defender,Netherlands,170,67,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Lindelof,Manchester United,29,Defender,Sweden,187,80,2,1,1,33.33,90.5,11,54.5,55,43.64 %,35.71 %,22,8,8,1,672,90.5 %,67.13,784,1,0.00,1,901.0,33.33 %,1,0,0,1,0,0,1,3,1,0,0,7,2
Willy Kambwala,Manchester United,19,Defender,France,0,0,53,0,0,0.00,88.6,1,0.0,5,20.00 %,0.00 %,3,1,0,0,88,88.6 %,93.18,97,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Fernandes,Manchester United,29,Midfielder,Portugal,179,69,8,3,3,53.12,78.4,40,60.0,185,44.32 %,52.00 %,19,1,14,3,1039,78.4 %,54.68,1476,60,15.00,3,570.0,53.12 %,3,0,0,3,0,0,13,10,7,0,0,24,16
Casemiro,Manchester United,31,Midfielder,Brazil,185,84,18,1,0,36.36,82.8,21,57.1,91,46.15 %,54.17 %,16,5,5,0,430,82.8 %,59.63,560,6,33.33,1,649.0,36.36 %,1,0,0,1,0,0,3,2,1,0,0,11,5
Christian Eriksen,Manchester United,31,Midfielder,Denmark,182,76,14,1,1,80.00,83.4,12,83.3,55,32.73 %,33.33 %,7,5,3,1,507,83.4 %,57.76,616,16,18.75,1,790.0,80.00 %,1,0,0,1,0,0,3,1,1,0,0,5,2
Daniel Gore,Manchester United,19,Midfielder,England,0,0,44,0,0,0.00,0.0,1,100.0,2,100.00 %,0.00 %,0,0,1,0,0,0.0 %,0.00,3,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,1
Facundo Pellistri,Manchester United,22,Midfielder,Uruguay,175,69,28,0,1,66.67,81.1,5,60.0,40,55.00 %,60.00 %,5,1,1,1,74,81.1 %,40.36,133,4,0.00,0,0,66.67 %,0,0,0,0,0,0,5,0,0,0,0,4,6
Hannibal Mejbri,Manchester United,20,Midfielder,Tunisia,177,74,46,1,0,100.00,83.8,3,100.0,29,44.83 %,33.33 %,0,1,0,0,37,83.8 %,25.62,69,1,0.00,1,130.0,100.00 %,1,0,0,0,1,0,2,1,1,0,0,5,6
Kobbie Mainoo,Manchester United,18,Midfielder,England,175,0,37,0,0,100.00,87.3,10,60.0,49,55.10 %,55.00 %,15,5,5,0,228,87.3 %,45.60,295,1,0.00,0,0,100.00 %,0,0,0,0,0,0,2,0,1,0,0,4,4
Mason Mount,Manchester United,24,Midfielder,England,181,76,7,0,0,0.00,84.6,16,62.5,61,49.18 %,36.36 %,1,1,3,0,149,84.6 %,33.44,229,6,16.67,0,0,0.00 %,0,0,0,0,0,0,4,0,1,0,0,7,6
Omari Forson,Manchester United,19,Midfielder,England,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott McTominay,Manchester United,27,Midfielder,Scotland,193,88,39,5,0,66.67,83.7,29,44.8,128,50.78 %,45.45 %,30,6,10,0,381,83.7 %,30.84,581,3,0.00,5,222.4,66.67 %,2,1,2,5,0,0,7,5,0,0,0,17,11
Sofyan Amrabat,Manchester United,27,Midfielder,Morocco,183,70,4,0,0,0.00,87.2,21,61.9,64,53.12 %,80.00 %,11,3,4,0,423,87.2 %,62.31,532,5,0.00,0,0,0.00 %,0,0,0,0,0,0,4,0,3,0,0,14,5
Alejandro Garnacho,Manchester United,19,Forward,Argentina,180,80,17,3,2,33.33,80.1,10,60.0,161,40.37 %,35.00 %,7,1,7,2,356,80.1 %,30.06,645,30,6.67,3,355.3,33.33 %,2,1,0,3,0,0,22,8,3,0,0,14,27
Amad Diallo,Manchester United,21,Forward,Côte d'Ivoire,173,72,0,0,0,100.00,94.4,1,100.0,2,100.00 %,0.00 %,0,0,0,0,18,94.4 %,45.00,21,0,0.00,0,0,100.00 %,0,0,0,0,0,0,0,0,0,0,0,0,1
Anthony Martial,Manchester United,28,Forward,France,181,76,9,1,0,80.00,79.6,4,25.0,53,37.74 %,29.63 %,3,0,0,0,137,79.6 %,27.71,195,0,0.00,1,445.0,80.00 %,1,0,0,1,0,0,2,3,0,0,0,3,6
Antony,Manchester United,23,Forward,Brazil,174,63,21,0,0,46.15,78.4,26,53.8,136,46.32 %,0.00 %,2,1,7,0,379,78.4 %,37.52,597,14,21.43,0,0,46.15 %,0,0,0,0,0,0,15,1,3,0,0,10,22
Jadon Sancho,Manchester United,23,Forward,England,180,76,25,0,0,0.00,82.9,1,0.0,16,37.50 %,0.00 %,0,0,1,0,41,82.9 %,48.55,59,1,0.00,0,0,0.00 %,0,0,0,0,0,0,3,1,0,0,0,0,2
Joe Hugill,Manchester United,20,Forward,England,188,0,52,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Rashford,Manchester United,26,Forward,England,180,70,10,3,2,50.00,78.0,12,50.0,155,41.29 %,42.86 %,9,1,2,2,395,78.0 %,26.79,671,26,7.69,3,442.3,50.00 %,3,0,0,3,0,0,29,4,2,0,0,8,12
Rasmus Højlund,Manchester United,20,Forward,Denmark,191,79,11,1,0,50.00,77.8,4,75.0,99,36.36 %,21.62 %,10,0,0,0,162,77.8 %,14.10,304,4,25.00,1,1034.0,50.00 %,0,1,0,1,0,0,9,7,1,0,0,7,15
Shola Shoretire,Manchester United,19,Forward,England,170,70,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Harrison,Newcastle United,17,Goalkeeper,England,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loris Karius,Newcastle United,30,Goalkeeper,Germany,189,87,18,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Gillespie,Newcastle United,31,Goalkeeper,England,192,83,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Dubravka,Newcastle United,34,Goalkeeper,Slovakia,190,83,1,0,0,0.00,72.3,0,0.0,6,50.00 %,100.00 %,2,0,0,0,155,72.3 %,25.64,243,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,2,1
Nick Pope,Newcastle United,31,Goalkeeper,England,191,76,22,0,0,0.00,73.0,0,0.0,7,71.43 %,75.00 %,17,0,0,0,282,73.0 %,20.21,435,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,2
Alex Murphy,Newcastle United,19,Defender,Ireland,0,0,0,0,0,0.00,100.0,0,0.0,2,0.00 %,0.00 %,0,0,1,0,4,100.0 %,120.00,5,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,1,0
Daniel Burn,Newcastle United,31,Defender,England,198,87,33,2,0,62.50,83.6,26,50.0,128,55.47 %,70.91 %,39,9,17,0,707,83.6 %,50.86,982,9,22.22,2,625.5,62.50 %,0,1,1,2,0,0,1,3,2,0,0,13,6
Emil Krafth,Newcastle United,29,Defender,Sweden,184,83,0,0,0,0.00,90.9,3,66.7,10,60.00 %,0.00 %,0,0,0,0,77,90.9 %,84.51,104,7,57.14,0,0,0.00 %,0,0,0,0,0,0,1,0,0,0,0,1,2
Fabian Schär,Newcastle United,32,Defender,Switzerland,186,84,0,0,0,18.18,85.5,25,64.0,154,52.60 %,50.72 %,74,17,18,0,1282,85.5 %,66.93,1519,4,25.00,0,0,18.18 %,0,0,0,0,0,0,10,0,3,0,0,19,12
Jamaal Lascelles,Newcastle United,30,Defender,England,188,89,6,1,0,20.00,86.9,14,64.3,113,56.64 %,65.28 %,42,12,4,0,753,86.9 %,64.79,866,1,0.00,1,1046.0,20.00 %,0,0,1,1,0,0,1,1,4,0,0,17,2
Javi Manquillo,Newcastle United,29,Defender,Spain,178,76,19,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier,Newcastle United,33,Defender,England,178,71,2,0,7,20.00,82.2,37,48.6,162,55.56 %,67.74 %,28,8,19,7,1312,82.2 %,74.97,1821,67,31.34,0,0,20.00 %,0,0,0,0,0,0,14,1,5,0,0,20,18
Lewis Hall,Newcastle United,19,Defender,England,179,73,20,0,0,100.00,76.1,9,66.7,29,41.38 %,33.33 %,0,0,2,0,71,76.1 %,63.27,113,1,0.00,0,0,100.00 %,0,0,0,0,0,0,1,0,1,0,0,1,0
Matt Targett,Newcastle United,28,Defender,England,183,70,13,0,0,0.00,86.8,2,0.0,8,50.00 %,0.00 %,2,0,0,0,38,86.8 %,43.85,52,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,0,2
Paul Dummett,Newcastle United,32,Defender,Wales,183,82,0,0,0,0.00,100.0,1,0.0,1,100.00 %,0.00 %,0,0,0,0,8,100.0 %,180.00,9,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Sven Botman,Newcastle United,23,Defender,Netherlands,193,81,4,2,1,28.57,92.4,9,77.8,43,65.12 %,68.00 %,27,8,5,1,512,92.4 %,68.27,582,0,0.00,2,337.5,28.57 %,0,0,2,2,0,0,0,1,1,0,0,4,2
Tino Livramento,Newcastle United,21,Defender,England,182,0,21,0,0,0.00,88.8,15,53.3,70,64.29 %,66.67 %,17,5,13,0,313,88.8 %,40.42,484,12,25.00,0,0,0.00 %,0,0,0,0,0,0,9,1,1,0,0,3,15
Bruno Guimarães,Newcastle United,26,Midfielder,Brazil,182,74,39,1,2,42.86,87.1,39,64.1,241,56.02 %,44.44 %,10,6,16,2,1226,87.1 %,65.87,1580,17,5.88,1,1675.0,42.86 %,1,0,0,1,0,0,35,0,8,0,0,30,53
Elliot Anderson,Newcastle United,21,Midfielder,Scotland,179,0,32,0,1,50.00,83.2,8,75.0,62,46.77 %,60.00 %,6,3,2,1,173,83.2 %,38.16,268,3,66.67,0,0,50.00 %,0,0,0,0,0,0,8,0,0,0,0,6,7
Harvey Barnes,Newcastle United,26,Midfielder,England,174,66,15,1,1,66.67,81.2,1,0.0,22,54.55 %,33.33 %,0,0,1,1,64,81.2 %,31.14,100,6,0.00,1,185.0,66.67 %,1,0,0,1,0,0,3,0,1,0,0,1,7
Jacob Murphy,Newcastle United,28,Midfielder,England,179,74,23,1,3,66.67,77.8,2,100.0,11,54.55 %,0.00 %,3,0,0,3,45,77.8 %,33.75,80,5,20.00,1,120.0,66.67 %,1,0,0,1,0,0,3,0,0,0,0,1,1
James Huntley,Newcastle United,19,Midfielder,England,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Willock,Newcastle United,24,Midfielder,England,179,71,28,0,0,100.00,81.6,3,66.7,15,46.67 %,0.00 %,1,0,0,0,49,81.6 %,32.67,80,2,50.00,0,0,100.00 %,0,0,0,0,0,0,4,0,0,0,0,0,0
Lewis Miley,Newcastle United,17,Midfielder,England,185,0,0,1,1,50.00,87.4,12,75.0,48,50.00 %,57.14 %,6,2,4,1,285,87.4 %,38.86,389,8,12.50,1,660.0,50.00 %,1,0,0,1,0,0,5,1,1,0,0,2,3
Lucas De Bolle,Newcastle United,21,Midfielder,Scotland,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Ritchie,Newcastle United,34,Midfielder,Scotland,172,76,11,0,0,50.00,83.6,3,66.7,11,36.36 %,0.00 %,5,0,1,0,55,83.6 %,48.06,81,4,0.00,0,0,50.00 %,0,0,0,0,0,0,0,0,1,0,0,2,1
Miguel Almirón,Newcastle United,29,Midfielder,Paraguay,174,70,24,3,1,37.50,85.9,25,72.0,121,49.59 %,42.86 %,8,1,8,1,561,85.9 %,37.48,792,16,12.50,3,449.0,37.50 %,0,3,0,2,1,0,17,5,1,0,0,11,15
Sandro Tonali,Newcastle United,23,Midfielder,Italy,181,79,8,1,0,100.00,88.0,7,100.0,36,47.22 %,100.00 %,4,0,2,0,267,88.0 %,54.86,318,9,33.33,1,438.0,100.00 %,1,0,0,1,0,0,3,0,2,0,0,9,6
Sean Longstaff,Newcastle United,26,Midfielder,England,180,65,36,2,2,50.00,81.8,22,54.5,112,45.54 %,33.33 %,12,4,6,2,576,81.8 %,44.08,768,11,27.27,2,588.0,50.00 %,1,1,0,2,0,0,4,2,5,0,0,5,21
Alexander Isak,Newcastle United,24,Forward,Sweden,192,77,14,9,0,69.23,79.9,3,0.0,88,40.91 %,13.04 %,3,0,3,0,229,79.9 %,19.57,368,4,0.00,9,117.0,69.23 %,8,1,0,9,0,0,22,5,0,0,0,9,8
Amadou Diallo,Newcastle United,20,Forward,England,0,0,0,0,0,0.00,100.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,1,100.0 %,90.00,1,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gordon,Newcastle United,22,Forward,England,183,72,10,6,5,54.84,83.7,34,58.8,213,48.36 %,28.57 %,2,0,4,5,491,83.7 %,27.99,837,39,23.08,6,263.2,54.84 %,5,1,0,5,1,0,27,1,7,0,0,19,38
Ben Parkinson,Newcastle United,18,Forward,England,0,0,0,0,0,0.00,33.3,0,0.0,2,0.00 %,0.00 %,1,0,0,0,3,33.3 %,11.25,6,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,1,0,0,0,0,0
Callum Wilson,Newcastle United,31,Forward,England,180,66,9,7,1,66.67,64.2,4,75.0,100,33.00 %,33.33 %,1,0,1,1,109,64.2 %,13.59,259,2,0.00,7,103.1,66.67 %,6,0,1,7,0,0,11,4,1,0,0,12,11
Joelinton,Newcastle United,27,Forward,Brazil,186,81,7,2,1,63.64,83.6,30,73.3,190,42.11 %,30.95 %,10,5,17,1,518,83.6 %,41.00,756,1,0.00,2,568.5,63.64 %,2,0,0,2,0,0,16,0,5,0,0,26,21
Michael Ndiweni,Newcastle United,20,Forward,England,0,0,69,0,0,0.00,50.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,2,50.0 %,180.00,2,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Djordje Petrović,Chelsea,24,Goalkeeper,Serbia,194,89,28,0,0,0.00,75.5,0,0.0,1,100.00 %,100.00 %,4,0,0,0,143,75.5 %,35.16,179,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Beach,Chelsea,20,Goalkeeper,Wales,196,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Bergström,Chelsea,21,Goalkeeper,Finland,199,82,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Bettinelli,Chelsea,31,Goalkeeper,England,194,82,13,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,0,0
Robert Sánchez,Chelsea,26,Goalkeeper,Spain,197,90,1,0,0,0.00,79.6,0,0.0,4,100.00 %,100.00 %,13,0,0,0,520,79.6 %,32.64,698,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,2,0,0,0,1
Alfie Gilchrist,Chelsea,20,Defender,England,183,0,0,0,0,0.00,0.0,1,0.0,1,100.00 %,0.00 %,0,0,1,0,2,0.0 %,90.00,5,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Disasi,Chelsea,25,Defender,France,190,83,2,1,0,28.57,90.4,22,54.5,129,62.79 %,68.25 %,54,10,10,0,1413,90.4 %,79.63,1626,7,0.00,1,1597.0,28.57 %,1,0,0,1,0,0,6,4,3,0,0,11,11
Benjamin Chilwell,Chelsea,27,Defender,England,178,77,21,0,1,50.00,77.2,5,80.0,44,52.27 %,50.00 %,3,0,3,1,158,77.2 %,42.20,257,9,33.33,0,0,50.00 %,0,0,0,0,0,0,4,1,3,0,0,6,7
Benoît Badiashile,Chelsea,22,Defender,France,194,75,5,0,1,50.00,90.4,12,75.0,47,61.70 %,57.14 %,19,2,4,1,408,90.4 %,80.00,466,0,0.00,0,0,50.00 %,0,0,0,0,0,0,0,0,1,0,0,3,5
Ian Maatsen,Chelsea,21,Defender,Netherlands,167,57,0,0,0,50.00,72.3,3,66.7,32,21.88 %,37.50 %,9,0,3,0,119,72.3 %,53.28,190,7,14.29,0,0,50.00 %,0,0,0,0,0,0,0,0,1,0,0,5,1
Ishé Samuels-Smith,Chelsea,17,Defender,England,186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Brooking,Chelsea,21,Defender,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Colwill,Chelsea,20,Defender,England,187,83,0,1,1,42.86,83.6,37,64.9,143,65.73 %,72.22 %,42,7,22,1,870,83.6 %,51.85,1174,10,0.00,1,1510.0,42.86 %,0,0,1,1,0,0,7,4,2,0,0,21,12
Malang Sarr,Chelsea,24,Defender,France,183,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malo Gusto,Chelsea,20,Defender,France,179,67,0,0,3,0.00,90.4,23,52.2,91,56.04 %,42.86 %,15,2,6,3,585,90.4 %,65.65,804,24,12.50,0,0,0.00 %,0,0,0,0,0,0,8,1,3,0,1,10,14
Marc Cucurella,Chelsea,25,Defender,Spain,172,66,3,0,0,100.00,87.0,27,63.0,88,59.09 %,55.00 %,17,5,12,0,439,87.0 %,56.04,633,5,0.00,0,0,100.00 %,0,0,0,0,0,0,2,1,5,0,0,11,13
Reece James,Chelsea,24,Defender,England,182,82,24,0,1,20.00,83.5,13,61.5,50,64.00 %,63.64 %,7,4,3,1,249,83.5 %,57.31,381,22,27.27,0,0,20.00 %,0,0,0,0,0,0,9,2,0,1,1,4,3
Thiago Silva,Chelsea,39,Defender,Brazil,183,79,6,1,0,50.00,94.4,22,45.5,93,69.89 %,74.47 %,80,17,17,0,1403,94.4 %,76.43,1585,2,0.00,1,1652.0,50.00 %,0,0,1,1,0,0,2,0,2,0,0,5,8
Trevoh Chalobah,Chelsea,24,Defender,England,190,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Fofana,Chelsea,23,Defender,France,190,84,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrey Santos,Chelsea,19,Midfielder,Brazil,180,75,0,0,0,0.00,100.0,0,0.0,1,0.00 %,0.00 %,0,0,0,0,6,100.0 %,77.14,10,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Carney Chukwuemeka,Chelsea,20,Midfielder,England,187,77,0,1,0,100.00,88.5,1,100.0,14,21.43 %,0.00 %,0,0,0,0,61,88.5 %,43.57,77,1,0.00,1,126.0,100.00 %,1,0,0,1,0,0,1,0,2,0,0,2,1
Cole Palmer,Chelsea,21,Midfielder,England,182,74,0,8,4,60.71,84.5,12,66.7,115,35.65 %,0.00 %,7,1,9,4,639,84.5 %,49.92,891,11,18.18,8,144.0,60.71 %,1,7,0,8,0,0,18,2,5,0,0,14,11
Conor Gallagher,Chelsea,23,Midfielder,England,182,77,23,0,4,64.29,91.3,52,59.6,207,54.11 %,65.00 %,11,6,27,4,1064,91.3 %,59.81,1401,11,27.27,0,0,64.29 %,0,0,0,0,0,0,20,1,4,1,1,47,27
Enzo Fernández,Chelsea,22,Midfielder,Argentina,178,76,8,2,0,50.00,88.1,25,52.0,150,49.33 %,52.17 %,12,5,9,0,942,88.1 %,66.97,1199,17,5.88,2,633.0,50.00 %,1,0,1,2,0,0,12,2,4,0,0,17,25
Leo Castledine,Chelsea,18,Midfielder,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesley Ugochukwu,Chelsea,19,Midfielder,France,188,0,16,0,0,0.00,84.4,12,75.0,39,64.10 %,80.00 %,3,2,1,0,167,84.4 %,55.46,203,0,0.00,0,0,0.00 %,0,0,0,0,0,0,3,0,2,0,0,4,2
Moisés Caicedo,Chelsea,22,Midfielder,Ecuador,178,73,25,0,0,33.33,91.9,36,58.3,159,54.72 %,62.96 %,15,9,14,0,970,91.9 %,63.96,1179,6,0.00,0,0,33.33 %,0,0,0,0,0,0,12,0,4,0,0,30,23
Mykhailo Mudryk,Chelsea,23,Midfielder,Ukraine,175,61,10,3,1,40.00,75.8,15,60.0,116,42.24 %,18.18 %,2,1,4,1,236,75.8 %,26.32,443,22,13.64,3,269.0,40.00 %,1,2,0,2,1,0,19,1,3,0,0,14,13
